system:index,area_ha,fire_class,fire_date_str,fire_year,ndvi_post1,ndvi_post2,ndvi_post3,ndvi_pre,sensor,.geo
00000000000000000092,0.01,소규모,2015-03-21,2015,0.1043640501748782,0.12221763539575048,0.11919066441793755,0.12813353593719923,Landsat-8,"{""type"":""Point"",""coordinates"":[127.06282918781623,37.97692850120674]}"
00000000000000000096,0.01,소규모,2015-03-22,2015,0.11828410794210968,0.1299420800796639,0.12136718374512867,0.1503252750938881,Landsat-8,"{""type"":""Point"",""coordinates"":[127.09667822391293,38.17942965734688]}"
0000000000000000009e,0.01,소규모,2015-03-23,2015,0.1791899991553308,0.11537738676352594,0.10522240465171716,0.11044936107801533,Landsat-8,"{""type"":""Point"",""coordinates"":[127.19757430344927,37.59712010987843]}"
000000000000000000b5,0.01,소규모,2015-03-26,2015,0.2480972874893518,0.167075852436909,0.17537220255428743,0.1625906279139711,Landsat-8,"{""type"":""Point"",""coordinates"":[127.14425237305217,37.7079822802692]}"
000000000000000000b6,0.01,소규모,2015-03-26,2015,0.24890244133088962,0.16412685909716607,0.1553446710297659,0.16980132080320012,Landsat-8,"{""type"":""Point"",""coordinates"":[127.54368972721774,37.934281658731585]}"
000000000000000000ba,0.01,소규모,2015-03-28,2015,0.2233381283989332,0.1300876494005428,0.14678690436982886,0.1416849678694449,Landsat-8,"{""type"":""Point"",""coordinates"":[127.10837890507717,37.57672418165997]}"
000000000000000000bd,0.01,소규모,2015-03-28,2015,0.2104372142232847,0.10678178643618325,0.1005293740428189,0.11159706159749004,Landsat-8,"{""type"":""Point"",""coordinates"":[127.16648545090464,37.522675417791156]}"
000000000000000000c3,0.01,소규모,2015-03-29,2015,0.17247832399049814,0.11998185271924179,0.1156097948184116,0.11301754344154112,Landsat-8,"{""type"":""Point"",""coordinates"":[127.40204638225501,37.3738529201324]}"
000000000000000000c4,0.01,소규모,2015-04-12,2015,0.247601607309287,0.1256169499150551,0.1154867512340638,0.1297360299870165,Landsat-8,"{""type"":""Point"",""coordinates"":[127.18798723618433,37.5163791671037]}"
000000000000000000c5,0.01,소규모,2015-03-29,2015,0.166148852408262,0.17277274469636114,0.18703976317830845,0.25967151442438113,Landsat-8,"{""type"":""Point"",""coordinates"":[127.08394749040534,37.6830603644815]}"
000000000000000000c8,0.01,소규모,2015-04-11,2015,0.2949199761912965,0.12837220622678114,0.12758697673996636,0.12355256482624245,Landsat-8,"{""type"":""Point"",""coordinates"":[127.36236038287936,37.51804241179663]}"
000000000000000000cd,0.01,소규모,2015-05-05,2015,0.3088120534358239,0.2578074313315111,0.21589285063164262,0.2156447070062753,Landsat-8,"{""type"":""Point"",""coordinates"":[128.8137085937549,37.81644545429322]}"
000000000000000000e3,0.01,소규모,2015-05-05,2015,0.2949135194793034,0.17743578496036405,0.17802267827344223,0.17639722752763748,Landsat-8,"{""type"":""Point"",""coordinates"":[127.94903093117806,37.49589405686416]}"
000000000000000000e5,0.01,소규모,2015-05-07,2015,0.23337360800339313,0.18316296944789454,0.1838722166500477,0.20984824237192315,Landsat-8,"{""type"":""Point"",""coordinates"":[127.67283867102867,37.91628918598093]}"
000000000000000000e6,0.01,소규모,2015-05-07,2015,0.25739463486075376,0.17253485469857363,0.16628743494919726,0.1774570663230797,Landsat-8,"{""type"":""Point"",""coordinates"":[127.7602771835857,37.770712913889085]}"
000000000000000000e8,0.01,소규모,2015-05-10,2015,0.2706452209550374,0.1829724019811813,0.17559320909181714,0.19211723193769983,Landsat-8,"{""type"":""Point"",""coordinates"":[127.47520239413787,37.8045039816721]}"
000000000000000000f0,0.01,소규모,2015-05-21,2015,0.24829438596775333,0.1629213919199023,0.15918630827336727,0.17046695292299124,Landsat-8,"{""type"":""Point"",""coordinates"":[128.09031308895544,37.45412565729654]}"
000000000000000000f9,0.01,소규모,2015-05-25,2015,0.1017814169961355,0.10689650004768686,0.10081440716460131,0.16212547698519034,Landsat-8,"{""type"":""Point"",""coordinates"":[127.08914680223366,37.569241810092294]}"
000000000000000000fa,0.01,소규모,2015-05-25,2015,0.14424052459656164,0.1720260296974647,0.13731222246373964,0.22493375030127527,Landsat-8,"{""type"":""Point"",""coordinates"":[127.01743999819321,37.31112674561357]}"
0000000000000000010a,0.01,소규모,2015-06-01,2015,0.16463910344218352,0.17912190212279214,0.17301289574395937,0.1609288324016953,Landsat-8,"{""type"":""Point"",""coordinates"":[127.11576317642168,37.78973097988203]}"
0000000000000000010b,0.01,소규모,2015-06-01,2015,0.0805746930189823,0.0829025361540967,0.07702936589589444,0.09108974123925541,Landsat-8,"{""type"":""Point"",""coordinates"":[127.02391907202386,37.29102065896359]}"
00000000000000000124,0.01,소규모,2015-06-07,2015,0.2058520527682942,0.14530709701544758,0.14703822182486767,0.1443615291270505,Landsat-8,"{""type"":""Point"",""coordinates"":[127.72960302743905,38.140434818634496]}"
00000000000000000126,0.01,소규모,2015-06-07,2015,0.17652385875329743,0.18609090552339655,0.18028378962256836,0.16125602956081284,Landsat-8,"{""type"":""Point"",""coordinates"":[127.1084725461993,37.56670904069393]}"
00000000000000000128,0.01,소규모,2015-06-08,2015,0.15593329135447703,0.15436420099661746,0.15589464625257396,0.189980189887611,Landsat-8,"{""type"":""Point"",""coordinates"":[127.2103273324621,37.99274047354226]}"
00000000000000000129,0.01,소규모,2015-06-09,2015,0.16610385059006305,0.1510317923420145,0.12830864960158886,0.13938596454796617,Landsat-8,"{""type"":""Point"",""coordinates"":[128.3281347845399,38.1911615522185]}"
0000000000000000012e,0.01,소규모,2015-06-11,2015,0.11743578678576758,0.12958763035287943,0.11655775997940884,0.11658483691068118,Landsat-8,"{""type"":""Point"",""coordinates"":[127.0377734989969,37.67543976078115]}"
0000000000000000012f,0.01,소규모,2015-06-12,2015,0.10118974080861882,0.07096433236336201,0.06890236412680512,0.12482509300005296,Landsat-8,"{""type"":""Point"",""coordinates"":[128.10029255711305,37.99945142062769]}"
00000000000000000132,0.01,소규모,2015-06-15,2015,0.20521892617517465,0.1557202216524894,0.1432549475048412,0.17595660280579112,Landsat-8,"{""type"":""Point"",""coordinates"":[128.0684010663788,38.121002056243576]}"
0000000000000000013c,0.01,소규모,2015-09-27,2015,0.15614219781172284,0.15557684701488358,0.14925685830883598,0.18028022254814102,Landsat-8,"{""type"":""Point"",""coordinates"":[127.66837065177312,38.01730120214464]}"
0000000000000000013d,0.01,소규모,2015-09-27,2015,0.1837264909493896,0.1291032967581559,0.12474034654591708,0.19690988231948237,Landsat-8,"{""type"":""Point"",""coordinates"":[127.95292372639771,37.30873220834788]}"
0000000000000000013e,0.01,소규모,2015-09-28,2015,0.1374662760918654,0.13443358949405987,0.13315261774294776,0.18183081037789642,Landsat-8,"{""type"":""Point"",""coordinates"":[127.33651543317359,37.66232554458298]}"
00000000000000000142,0.01,소규모,2015-10-06,2015,0.1617483963319925,0.16678646816003345,0.1917158643651977,0.2571700716864843,Landsat-8,"{""type"":""Point"",""coordinates"":[127.02593458570003,37.32355426024952]}"
00000000000000000151,0.01,소규모,2015-12-19,2015,0.14379165861096863,0.14917680608155964,0.16729497064772395,0.2150683864969321,Landsat-8,"{""type"":""Point"",""coordinates"":[128.06791502436397,37.94331579746586]}"
00000000000000000152,0.01,소규모,2015-12-22,2015,0.196252556669653,0.17488723095690334,0.1942679946343196,0.1919121292572569,Landsat-8,"{""type"":""Point"",""coordinates"":[128.92928849306023,37.758298776556295]}"
0000000000000000007f,0.02,소규모,2015-03-14,2015,0.23936758391299745,0.21584351700536644,0.20770704097864215,0.20453144620200778,Landsat-8,"{""type"":""Point"",""coordinates"":[128.85809002653986,37.77479745045404]}"
00000000000000000089,0.02,소규모,2015-03-15,2015,0.14403045566133754,0.09553571971409988,0.08175772699077055,0.09121630098517194,Landsat-8,"{""type"":""Point"",""coordinates"":[127.1800990864208,37.55587342513406]}"
0000000000000000008d,0.02,소규모,2015-03-19,2015,0.2226228399560797,0.14737403181163497,0.14103775890055917,0.144291988561283,Landsat-8,"{""type"":""Point"",""coordinates"":[127.52201849609799,38.043315597690444]}"
00000000000000000098,0.02,소규모,2015-03-22,2015,0.24584300671483394,0.1288273440906726,0.1150507767678028,0.12415355778897119,Landsat-8,"{""type"":""Point"",""coordinates"":[127.22507803874691,37.64740539245815]}"
0000000000000000009a,0.02,소규모,2015-03-22,2015,0.20840535508747032,0.1635597275757186,0.1558169340646697,0.16252773615173102,Landsat-8,"{""type"":""Point"",""coordinates"":[127.42179574082074,37.74539413810761]}"
000000000000000000a2,0.02,소규모,2015-03-22,2015,0.19679083574060344,0.12305904921428254,0.11075972600215782,0.11325755368808642,Landsat-8,"{""type"":""Point"",""coordinates"":[127.22213057295059,37.37030347569386]}"
000000000000000000a9,0.02,소규모,2015-03-24,2015,0.12001332570468008,0.13300166349219933,0.13739878907106037,0.12993557292428248,Landsat-8,"{""type"":""Point"",""coordinates"":[127.03366666692669,37.67807508950374]}"
000000000000000000af,0.02,소규모,2015-03-25,2015,0.21073135117038105,0.13369411524100733,0.12959337485457564,0.1320137237160405,Landsat-8,"{""type"":""Point"",""coordinates"":[127.52653556546511,37.59329866027563]}"
000000000000000000b7,0.02,소규모,2015-03-27,2015,0.21305842335198502,0.14288323718071702,0.1499943205256845,0.13181565359963174,Landsat-8,"{""type"":""Point"",""coordinates"":[127.15063334665963,37.70584637086459]}"
000000000000000000c7,0.02,소규모,2015-04-03,2015,0.2377029562944226,0.18490418730826536,0.17694095943611834,0.1698776118716555,Landsat-8,"{""type"":""Point"",""coordinates"":[128.19623903448004,38.12675429660253]}"
000000000000000000ca,0.02,소규모,2015-04-12,2015,0.20913304200838886,0.11338676951320256,0.10840767589760333,0.11178649135665555,Landsat-8,"{""type"":""Point"",""coordinates"":[127.21013113201575,37.25434009369794]}"
000000000000000000da,0.02,소규모,2015-04-28,2015,0.2594576934064483,0.15044278939035952,0.14314531293881955,0.15187953369291113,Landsat-8,"{""type"":""Point"",""coordinates"":[127.69621327875085,37.56733331484142]}"
000000000000000000e0,0.02,소규모,2015-05-02,2015,0.3507923624358395,0.22815254690716177,0.23537387607807697,0.22347955638325098,Landsat-8,"{""type"":""Point"",""coordinates"":[128.7363431904776,37.88731840643669]}"
00000000000000000113,0.02,소규모,2015-06-03,2015,0.1639220535950409,0.1362131147703086,0.12972023380861578,0.1454409370200851,Landsat-8,"{""type"":""Point"",""coordinates"":[127.17971560373022,37.720904755122085]}"
00000000000000000121,0.02,소규모,2015-06-05,2015,0.2806884898823587,0.21500705196880482,0.17116664748264793,0.20668388919298586,Landsat-8,"{""type"":""Point"",""coordinates"":[129.1110102382913,37.512767295250406]}"
00000000000000000133,0.02,소규모,2015-06-16,2015,0.20916338733326675,0.17595659909252126,0.1823557952456404,0.18013193480441148,Landsat-8,"{""type"":""Point"",""coordinates"":[127.76687665314479,38.072027749373575]}"
0000000000000000013a,0.02,소규모,2015-09-21,2015,0.16535923685105947,0.15508014550766183,0.14660497714245666,0.21970943241476845,Landsat-8,"{""type"":""Point"",""coordinates"":[127.32680797018023,37.4755070468478]}"
00000000000000000055,0.03,소규모,2015-01-12,2015,0.12591778707046458,0.15421447929987955,0.13995783839978648,0.12635031477048508,Landsat-8,"{""type"":""Point"",""coordinates"":[127.01906311097667,37.66197327559975]}"
0000000000000000007a,0.03,소규모,2015-03-11,2015,0.29295623730711773,0.16517170544000878,0.16489296483401017,0.16147431086813013,Landsat-8,"{""type"":""Point"",""coordinates"":[128.06057534403,37.66423403983385]}"
000000000000000000b9,0.03,소규모,2015-03-27,2015,0.21460382357633903,0.17463493898861598,0.16129862444980342,0.162177598843782,Landsat-8,"{""type"":""Point"",""coordinates"":[128.6451501148336,38.08598027656981]}"
000000000000000000c2,0.03,소규모,2015-03-29,2015,0.25113297149320124,0.11407784215224705,0.11344723737113106,0.11598238574997977,Landsat-8,"{""type"":""Point"",""coordinates"":[127.5629530437686,37.818220176512504]}"
000000000000000000df,0.03,소규모,2015-05-02,2015,0.25647249106005926,0.11981322404973767,0.10807537219055542,0.11354494974753022,Landsat-8,"{""type"":""Point"",""coordinates"":[128.2876015559641,37.169470023347706]}"
00000000000000000105,0.03,소규모,2015-05-31,2015,0.2748696727299325,0.16162229625785518,0.16368782325619402,0.15285533245689065,Landsat-8,"{""type"":""Point"",""coordinates"":[127.67633906535563,38.19374337172844]}"
0000000000000000010e,0.03,소규모,2015-06-02,2015,0.17652385875329743,0.18609090552339655,0.18028378962256836,0.16125602956081284,Landsat-8,"{""type"":""Point"",""coordinates"":[127.1084725461993,37.56670904069393]}"
00000000000000000123,0.03,소규모,2015-06-06,2015,0.13466857012069533,0.15063306007844213,0.14757367920410427,0.17792209854254135,Landsat-8,"{""type"":""Point"",""coordinates"":[127.08556168498671,37.60731807398766]}"
0000000000000000013b,0.03,소규모,2015-09-25,2015,0.18681968996713502,0.139599862685798,0.15812921810563169,0.17484324987038083,Landsat-8,"{""type"":""Point"",""coordinates"":[128.13257198963893,37.380095661607214]}"
0000000000000000014b,0.03,소규모,2015-11-02,2015,0.19967597577391796,0.18304278479718813,0.18612254653803717,0.18664155102288824,Landsat-8,"{""type"":""Point"",""coordinates"":[128.8343809862387,37.86508086948316]}"
0000000000000000014f,0.03,소규모,2015-12-12,2015,0.13377554168943206,0.12826987540573853,0.12876197345733245,0.18191911666398847,Landsat-8,"{""type"":""Point"",""coordinates"":[127.96595767877696,37.48619997117397]}"
00000000000000000090,0.04,소규모,2015-03-20,2015,0.11811710309233392,0.13768896095080524,0.12893251274038928,0.12260984536669388,Landsat-8,"{""type"":""Point"",""coordinates"":[127.06116148402222,37.97090871478459]}"
000000000000000000ec,0.04,소규모,2015-05-21,2015,0.2518376516963895,0.17730196158768763,0.17507553041662685,0.15485334017455446,Landsat-8,"{""type"":""Point"",""coordinates"":[128.43777516124206,37.21569306486773]}"
00000000000000000115,0.04,소규모,2015-06-03,2015,0.25079962909701753,0.15586831802660997,0.165241605789398,0.1782614465892024,Landsat-8,"{""type"":""Point"",""coordinates"":[127.38632359194057,38.0944391912682]}"
0000000000000000005c,0.05,소규모,2015-02-04,2015,0.3109637370483491,0.13460049775609978,0.12408034962626863,0.14328314618930224,Landsat-8,"{""type"":""Point"",""coordinates"":[127.3430658526211,37.37691632255612]}"
00000000000000000062,0.05,소규모,2015-02-13,2015,0.27300988768098466,0.11797614204991215,0.11194945075522877,0.1253404019589774,Landsat-8,"{""type"":""Point"",""coordinates"":[127.86043305234713,37.08208947910438]}"
00000000000000000064,0.05,소규모,2015-02-25,2015,0.2882260622184701,0.20972705405546882,0.20561685582364667,0.20301500777591402,Landsat-8,"{""type"":""Point"",""coordinates"":[128.21840522581672,38.006193581420504]}"
0000000000000000007c,0.05,소규모,2015-03-13,2015,0.23453224984171323,0.16251669235071073,0.15950169612052573,0.17596984770281193,Landsat-8,"{""type"":""Point"",""coordinates"":[127.36920956209744,37.830794841483204]}"
00000000000000000080,0.05,소규모,2015-03-14,2015,0.20485709746907066,0.10083743403359599,0.10035124713440499,0.10496330830113412,Landsat-8,"{""type"":""Point"",""coordinates"":[127.43090568427291,37.72562694313769]}"
0000000000000000008a,0.05,소규모,2015-03-21,2015,0.13213251377673726,0.11909892325367101,0.1303713419036042,0.1428182148382591,Landsat-8,"{""type"":""Point"",""coordinates"":[127.00567688961421,37.72227815824656]}"
00000000000000000091,0.05,소규모,2015-03-20,2015,0.28439440440968616,0.1716766350968838,0.16529154969623838,0.1573316696358901,Landsat-8,"{""type"":""Point"",""coordinates"":[127.28886547931644,37.56920613728386]}"
00000000000000000093,0.05,소규모,2015-03-21,2015,0.21665316209035898,0.15945237879744076,0.15050061042086307,0.15118676924250501,Landsat-8,"{""type"":""Point"",""coordinates"":[127.35156489922896,37.66198219380186]}"
000000000000000000a6,0.05,소규모,2015-03-23,2015,0.24139652900658273,0.1433889556223243,0.1378173251587586,0.14163201204740133,Landsat-8,"{""type"":""Point"",""coordinates"":[127.5274585993832,37.966467450135355]}"
000000000000000000b2,0.05,소규모,2015-03-25,2015,0.19683530580518144,0.10680568395181214,0.10242568973777823,0.10057307443060776,Landsat-8,"{""type"":""Point"",""coordinates"":[127.54129518995202,37.77594789852583]}"
000000000000000000c0,0.05,소규모,2015-03-29,2015,0.25001467611579914,0.14851987337403622,0.12517941050352188,0.13331025625687734,Landsat-8,"{""type"":""Point"",""coordinates"":[127.96416512015345,37.36017685720148]}"
000000000000000000d4,0.05,소규모,2015-04-25,2015,0.2164989857151236,0.11789589796735545,0.11201721160581127,0.13396095196320945,Landsat-8,"{""type"":""Point"",""coordinates"":[127.2063542734235,37.60313543719953]}"
00000000000000000116,0.05,소규모,2015-06-03,2015,0.14473657196038883,0.08708900981378725,0.08266230511226931,0.09912034811043033,Landsat-8,"{""type"":""Point"",""coordinates"":[127.26383208600241,37.40313583675038]}"
00000000000000000134,0.05,소규모,2015-06-17,2015,0.21210427432836343,0.15140875814429006,0.13148136023422421,0.17012428134348878,Landsat-8,"{""type"":""Point"",""coordinates"":[127.94615035189753,37.95015605848185]}"
00000000000000000140,0.05,소규모,2015-09-29,2015,0.1586651542373957,0.14236505152631354,0.14231215112544307,0.24568332809339094,Landsat-8,"{""type"":""Point"",""coordinates"":[127.84253422071862,37.22583751976432]}"
00000000000000000143,0.05,소규모,2015-10-16,2015,0.1975639996862075,0.1722680535283112,0.1662909677830019,0.21470782787113382,Landsat-8,"{""type"":""Point"",""coordinates"":[128.6619118756935,37.38514782310078]}"
00000000000000000145,0.05,소규모,2015-10-17,2015,0.11509795882907532,0.11706779389322892,0.10028038194165804,0.13929711336499243,Landsat-8,"{""type"":""Point"",""coordinates"":[127.34438128743186,38.164647737354706]}"
000000000000000000ad,0.06,소규모,2015-03-25,2015,0.30057523911534756,0.18272869199425787,0.15481488056712547,0.15530854647883494,Landsat-8,"{""type"":""Point"",""coordinates"":[127.85301310819422,37.16472553982684]}"
000000000000000000bc,0.06,소규모,2015-04-12,2015,0.24996888642363105,0.16652979139498322,0.14340875453058616,0.14383523199346923,Landsat-8,"{""type"":""Point"",""coordinates"":[127.91648841169003,37.42045052614091]}"
00000000000000000106,0.06,소규모,2015-05-31,2015,0.12574255164390488,0.12245936275200846,0.12668126577202715,0.13940930589651016,Landsat-8,"{""type"":""Point"",""coordinates"":[127.5346600475845,38.12558601212652]}"
0000000000000000010d,0.06,소규모,2015-06-01,2015,0.16171420862529598,0.12093198503589028,0.1132345107348699,0.13101430322290217,Landsat-8,"{""type"":""Point"",""coordinates"":[127.17026230949689,37.33514792298849]}"
0000000000000000011f,0.06,소규모,2015-06-04,2015,0.2420277741496075,0.22568535719792668,0.21416736014906376,0.20279508531003426,Landsat-8,"{""type"":""Point"",""coordinates"":[128.44506133236337,38.3357835766849]}"
00000000000000000120,0.06,소규모,2015-06-05,2015,0.12436014221020208,0.15301296456342858,0.141843892589977,0.14707980003716753,Landsat-8,"{""type"":""Point"",""coordinates"":[127.09412761811036,37.6992469013055]}"
00000000000000000138,0.06,소규모,2015-09-08,2015,0.13758456107655118,0.11907696425117908,0.12755470612894063,0.16443907539954813,Landsat-8,"{""type"":""Point"",""coordinates"":[127.24154995803832,37.05800141521367]}"
00000000000000000081,0.07,소규모,2015-03-14,2015,0.22426046585753445,0.14429208475294253,0.1510093786311736,0.15643833089436637,Landsat-8,"{""type"":""Point"",""coordinates"":[128.07030956162967,38.212908588056145]}"
00000000000000000084,0.07,소규모,2015-03-15,2015,0.22517460117533017,0.10386530250287196,0.10074251538807866,0.11324220651619842,Landsat-8,"{""type"":""Point"",""coordinates"":[127.15652381915125,37.53784973867603]}"
0000000000000000010f,0.09,소규모,2015-06-02,2015,0.18225392779495472,0.1269408081949326,0.11240787522553797,0.15261355603531626,Landsat-8,"{""type"":""Point"",""coordinates"":[127.57499261661292,37.83041581789368]}"
00000000000000000110,0.09,소규모,2015-06-02,2015,0.14994289416558243,0.15855675507664593,0.15148840016528342,0.14853866496701418,Landsat-8,"{""type"":""Point"",""coordinates"":[127.05648834611823,37.78151731574158]}"
00000000000000000118,0.09,소규모,2015-06-04,2015,0.1162385907984221,0.11686116436036346,0.09794599520797674,0.10195476427165191,Landsat-8,"{""type"":""Point"",""coordinates"":[127.00796886755568,37.89129592457637]}"
00000000000000000033,0.1,소규모,2015-10-10,2015,0.1642661335800306,0.1449888497642918,0.13608302034134043,0.13480696907472486,Landsat-8,"{""type"":""Point"",""coordinates"":[127.07530129346272,37.703750593369485]}"
0000000000000000005b,0.1,소규모,2015-02-01,2015,0.29894322459265327,0.1674654343062638,0.16633682530459973,0.16788240596506404,Landsat-8,"{""type"":""Point"",""coordinates"":[127.94853597096112,37.92778028939566]}"
00000000000000000071,0.1,소규모,2015-03-08,2015,0.250498819203618,0.14384946087321016,0.13835392947709932,0.1423851376430299,Landsat-8,"{""type"":""Point"",""coordinates"":[128.1799321019276,37.57582344324718]}"
00000000000000000073,0.1,소규모,2015-03-08,2015,0.2562887601240291,0.19920758022647048,0.20360959395218467,0.2090125380066868,Landsat-8,"{""type"":""Point"",""coordinates"":[128.84646515009354,37.75982378911656]}"
00000000000000000079,0.1,소규모,2015-03-11,2015,0.23031761661351624,0.1900827817792539,0.1960311777135551,0.19691682476630779,Landsat-8,"{""type"":""Point"",""coordinates"":[128.7699558942185,37.8453359700185]}"
0000000000000000008f,0.1,소규모,2015-03-20,2015,0.24426665448187304,0.18459486816900206,0.18266860881331087,0.1714136368936856,Landsat-8,"{""type"":""Point"",""coordinates"":[127.92671758950662,37.62934603319169]}"
00000000000000000097,0.1,소규모,2015-03-22,2015,0.27251549285411625,0.17731879146458707,0.16188564066809114,0.14890937360184034,Landsat-8,"{""type"":""Point"",""coordinates"":[128.32654288546385,37.28496519973301]}"
000000000000000000a5,0.1,소규모,2015-03-23,2015,0.23226373761141353,0.14572139737812256,0.1433062107845039,0.13297303998175594,Landsat-8,"{""type"":""Point"",""coordinates"":[127.34533999415832,38.27426135945051]}"
000000000000000000ab,0.1,소규모,2015-03-25,2015,0.25781923931404405,0.14537398241946853,0.1390225427615186,0.1298651643749832,Landsat-8,"{""type"":""Point"",""coordinates"":[128.2739433294374,37.68851830417091]}"
000000000000000000bb,0.1,소규모,2015-03-28,2015,0.1216815586505187,0.1238966738368837,0.12528777647300163,0.13041048735695826,Landsat-8,"{""type"":""Point"",""coordinates"":[127.20206461821009,37.90911003328489]}"
000000000000000000c6,0.1,소규모,2015-03-30,2015,0.19081261727604296,0.1395036148670214,0.12462171080857705,0.13795255622337674,Landsat-8,"{""type"":""Point"",""coordinates"":[127.65668334791204,37.81967384345592]}"
000000000000000000d1,0.1,소규모,2015-05-08,2015,0.21341922485188305,0.22602922103145756,0.18686084786926313,0.20225198558476204,Landsat-8,"{""type"":""Point"",""coordinates"":[128.80757732980643,37.66665087260482]}"
000000000000000000e2,0.1,소규모,2015-05-05,2015,0.19851109389433702,0.1552899775694864,0.15548068659952974,0.15558830204348892,Landsat-8,"{""type"":""Point"",""coordinates"":[128.33136763280368,37.60423683515973]}"
000000000000000000e7,0.1,소규모,2015-05-10,2015,0.19957854072061912,0.17606601241684905,0.17682788955814405,0.15211403219973554,Landsat-8,"{""type"":""Point"",""coordinates"":[128.7693227018689,37.59807435750387]}"
000000000000000000e9,0.1,소규모,2015-05-11,2015,0.24383003262269493,0.21222413087684738,0.21283581557753908,0.19322196474383788,Landsat-8,"{""type"":""Point"",""coordinates"":[128.8233447111314,37.486891131837254]}"
000000000000000000fc,0.1,소규모,2015-05-27,2015,0.1335861812960006,0.16416420957991368,0.15035217262324727,0.1656552997861622,Landsat-8,"{""type"":""Point"",""coordinates"":[127.2105101556053,37.925104828763594]}"
00000000000000000101,0.1,소규모,2015-05-29,2015,0.14994289416558243,0.15987953897612037,0.15363948238212954,0.18883718646658554,Landsat-8,"{""type"":""Point"",""coordinates"":[127.05648834611823,37.78151731574158]}"
00000000000000000112,0.1,소규모,2015-06-03,2015,0.17979003991712791,0.14190629257825027,0.1261876390302199,0.14585015249042427,Landsat-8,"{""type"":""Point"",""coordinates"":[128.18250054413437,37.4833327691966]}"
0000000000000000011e,0.1,소규모,2015-06-04,2015,0.23150183033100544,0.22473656998616973,0.2142910447218815,0.19135907886892214,Landsat-8,"{""type"":""Point"",""coordinates"":[128.83405547186177,37.56972785210712]}"
00000000000000000135,0.1,소규모,2015-07-05,2015,0.2236174737833483,0.20319793386728283,0.19675166479729408,0.21894091299473048,Landsat-8,"{""type"":""Point"",""coordinates"":[127.97070662139886,37.12248447554755]}"
00000000000000000137,0.1,소규모,2015-06-22,2015,0.25866876747531775,0.18895470376462833,0.18051740604850697,0.18530981900034452,Landsat-8,"{""type"":""Point"",""coordinates"":[127.98500249937621,37.73525414231208]}"
00000000000000000141,0.1,소규모,2015-10-06,2015,0.154391545343222,0.15526253599243872,0.1528967329743415,0.170027133282464,Landsat-8,"{""type"":""Point"",""coordinates"":[127.33618545969561,38.186631105548194]}"
00000000000000000149,0.1,소규모,2015-10-25,2015,0.13587600017452742,0.1155652626203081,0.109712881479937,0.13468010589211002,Landsat-8,"{""type"":""Point"",""coordinates"":[128.64077127759913,37.584866500183566]}"
0000000000000000014a,0.1,소규모,2015-11-01,2015,0.14939016668613786,0.1413896176048376,0.15839141139501514,0.17071916347872007,Landsat-8,"{""type"":""Point"",""coordinates"":[128.24590450201333,37.82596117594127]}"
00000000000000000150,0.1,소규모,2015-12-16,2015,0.22466384471819345,0.22347303193551418,0.23698386546552944,0.2230225584290625,Landsat-8,"{""type"":""Point"",""coordinates"":[128.7615950797433,37.955671966484964]}"
00000000000000000155,0.1,소규모,2015-12-29,2015,0.20504603040610347,0.20853427981423173,0.21371750081575233,0.27039896800361635,Landsat-8,"{""type"":""Point"",""coordinates"":[128.99859630073394,37.065492704983455]}"
00000000000000000107,0.15,소규모,2015-05-31,2015,0.2836452766798324,0.16271855509013655,0.15509211505073597,0.18120826375252172,Landsat-8,"{""type"":""Point"",""coordinates"":[128.05822539777483,37.47280483160941]}"
00000000000000000058,0.16,소규모,2015-01-05,2015,0.19364836042925468,0.17909363092540667,0.1559736181622959,0.18222145046784524,Landsat-8,"{""type"":""Point"",""coordinates"":[128.8103196769543,37.90163657991931]}"
00000000000000000025,0.2,소규모,2015-03-15,2015,0.2650097851493091,0.13875020904690677,0.14002747027566645,0.13420292156233185,Landsat-8,"{""type"":""Point"",""coordinates"":[127.97830938869498,38.04340477971151]}"
00000000000000000059,0.2,소규모,2015-01-10,2015,0.22243330246364273,0.17463014108093938,0.17697673940723227,0.15233624428585144,Landsat-8,"{""type"":""Point"",""coordinates"":[128.78572773464452,37.602881268439496]}"
00000000000000000063,0.2,소규모,2015-02-24,2015,0.23180408653686108,0.2624714330524607,0.23738626328295856,0.26635722877722073,Landsat-8,"{""type"":""Point"",""coordinates"":[129.3269154521981,37.030751848676054]}"
00000000000000000066,0.2,소규모,2015-02-26,2015,0.25742067114396566,0.12664255007807343,0.11486366663799018,0.14896212729207794,Landsat-8,"{""type"":""Point"",""coordinates"":[127.9589970220325,37.387890170248646]}"
0000000000000000006f,0.2,소규모,2015-03-07,2015,0.24813808679842858,0.17039681697990672,0.17836957201076306,0.18870057718004246,Landsat-8,"{""type"":""Point"",""coordinates"":[127.79190558735779,37.90487388728411]}"
00000000000000000075,0.2,소규모,2015-03-09,2015,0.2761699224231814,0.15809791287729927,0.1560677316461799,0.17498632064007622,Landsat-8,"{""type"":""Point"",""coordinates"":[127.50782517744486,37.70795106656183]}"
00000000000000000085,0.2,소규모,2015-03-14,2015,0.30829213636559816,0.15574273889269188,0.14328253438783836,0.16009891428777023,Landsat-8,"{""type"":""Point"",""coordinates"":[127.69210644668061,37.43342651020644]}"
